,country,province,region_1,variety,price
436,Australia,South Australia,Clare Valley,Riesling,58
437,Australia,South Australia,Clare Valley,Shiraz,33
438,Australia,South Australia,Clare Valley,Shiraz-Cabernet Sauvignon,1
439,Australia,South Australia,Clare Valley,Syrah,1
440,Australia,South Australia,Clare Valley-Coonawarra,Cabernet Sauvignon,1
441,Australia,South Australia,Clare Valley-Eden Valley,Riesling,1
442,Australia,South Australia,Clarendon,Cabernet Sauvignon,3
443,Australia,South Australia,Clarendon,Grenache,8
444,Australia,South Australia,Clarendon,Shiraz,1
445,Australia,South Australia,Clarendon,Syrah,11
446,Australia,South Australia,Coonawarra,Bordeaux-style Red Blend,2
447,Australia,South Australia,Coonawarra,Cabernet Sauvignon,32
448,Australia,South Australia,Coonawarra,Cabernet Sauvignon-Merlot,2
449,Australia,South Australia,Coonawarra,Chardonnay,8
450,Australia,South Australia,Coonawarra,Pinot Noir,1
451,Australia,South Australia,Coonawarra,Sauvignon Blanc,1
452,Australia,South Australia,Coonawarra,Shiraz,15
453,Australia,South Australia,Currency Creek,Shiraz,1
454,Australia,South Australia,Currency Creek-McLaren Vale,Grenache,1
455,Australia,South Australia,Eden Valley,Cabernet Sauvignon,1
456,Australia,South Australia,Eden Valley,Chardonnay,7
457,Australia,South Australia,Eden Valley,Pinot Grigio,1
458,Australia,South Australia,Eden Valley,Pinot Gris,2
459,Australia,South Australia,Eden Valley,Pinot Noir,1
460,Australia,South Australia,Eden Valley,Riesling,27
461,Australia,South Australia,Eden Valley,Roussanne,1
462,Australia,South Australia,Eden Valley,Sauvignon Blanc,1
463,Australia,South Australia,Eden Valley,Shiraz,4
